351	462	101375.00	26.00
353	461	101380.00	26.00
355	461	101375.00	26.00
358	461	101378.00	26.00
360	459	101368.00	26.00
360	454	101378.00	26.00
362	460	101382.00	26.00
363	460	101372.00	26.00
364	460	101373.00	26.00
368	460	101376.00	26.00
368	459	101384.00	26.00
368	455	101383.00	26.00
366	459	101385.00	26.00
366	459	101382.00	26.00
366	459	101380.00	26.00
368	459	101383.00	26.00
371	459	101383.00	25.90
372	459	101376.00	25.90
373	458	101380.00	25.90
373	459	101383.00	25.90
373	459	101381.00	25.90
375	460	101385.00	25.90
375	460	101379.00	25.90
376	461	101380.00	25.90
377	460	101379.00	25.90
379	461	101375.00	25.90
380	461	101387.00	25.90
380	461	101382.00	25.90
380	462	101378.00	25.90
380	463	101380.00	25.90
381	464	101380.00	25.90
382	469	101381.00	25.90
383	465	101383.00	25.90
384	465	101380.00	25.90
384	465	101381.00	25.90
384	465	101380.00	25.90
385	464	101384.00	25.90
